msme_id,business_name,nic_code,district,state,district_tier,vintage_years,employee_count,monthly_revenue_series,gst_filing_dates,upi_inflow_series,epfo_contribution_series,cash_balance,receivables_outstanding,top_customer_concentration,network_node_count,climate_zone,past_climate_event,climate_recovery,ondc_seller,electricity_consumption_series,skill_certificates,whatsapp_active,good_borrower
MSME_101132,Singh Agro Industries 82,14,chennai,Tamil Nadu,Tier 1,0.7,69,"1250294.74,1554333.63,1414784.07,1518199.23,1602414.96,1462101.32,1241456.39,1297848.86,1189404.32,1142408.3,1128244.29,1351473.91,1428243.45,1553865.84,1473050.26,1564958.15,1576021.52,1575420.48,1318598.89,1338199.59,1262044.89,1257042.21,1259614.35,1374320.71","0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0","1136925.67,1271371.63,1249001.95,1218672.96,1519418.88,1359705.02,1062500.98,1062607.42,1114392.84,1006027.53,908703.46,1202942.18,1237584.34,1346065.97,1328184.61,1483047.87,1337794.89,1394380.35,1112073.77,1079754.39,1040244.78,1124097.55,1168835.75,1170718.64","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",950931.6945737797,438518.9487486773,0.11430436179046989,96,VERY_HIGH,1,1,0,"6528.4,8081.6,7388.6,6880.8,7460.7,7236.3,6281.0,6821.6,6065.3,6517.5,6408.6,6441.5",,1,1
MSME_101133,Arjun Kitchen 32,29,jaipur,Rajasthan,Tier 2,13.9,28,"917529.02,943061.03,996185.32,1042991.99,1028707.36,1032686.48,898423.56,893980.45,840596.52,755451.63,880777.79,817694.1,985776.94,1135671.84,1156332.5,1058425.73,1060026.37,917696.52,914595.53,949089.37,875988.12,933773.73,993415.3,1086899.29","1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1","817077.57,894149.41,857517.71,935479.67,906219.36,903585.79,803118.0,774588.93,764887.12,670692.67,724327.3,659282.76,918442.38,1001481.88,969839.9,862229.75,937198.0,857342.42,768729.3,877188.58,816974.97,884143.96,851511.27,938247.5","60883.09,57332.46,60557.39,50745.7,61138.79,54184.02,54812.86,55879.52,61058.94,55344.68,56020.64,55135.04",1811464.505973625,1160295.319726575,0.28239770693048094,69,HIGH,1,1,0,"3339.4,3399.8,3919.3,3291.5,3195.5,3317.3,2856.6,3118.1,2711.4,3332.5,3417.6,3470.3",,0,1
MSME_101134,Meena Kitchen 61,62,trichy,Tamil Nadu,Tier 3,10.1,56,"1311124.93,1453503.72,1605504.81,1688088.07,1525894.68,1426615.96,1221216.95,1321984.21,1161645.88,1129980.01,1224756.12,1258689.68,1249980.91,1558910.31,1678293.34,1615165.11,1512607.97,1417057.54,1321276.89,1236018.99,1190450.51,1223498.1,1406338.11,1454206.33","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","1234135.0,1179478.07,1479026.9,1487450.17,1409654.34,1315534.04,1074721.34,1175812.59,1050841.19,1038963.03,1160200.67,1105883.79,1013389.33,1469183.6,1559186.01,1526037.0,1216654.26,1334551.69,1200367.82,1020062.17,1092940.76,1124430.59,1242553.59,1283509.48","90960.82,0.0,93467.62,93467.95,94765.05,87060.65,88311.08,0.0,0.0,86804.37,93953.96,93732.94",1228169.9786479012,387449.6089950869,0.36532624599580366,78,LOW,0,0,1,,SIDBI Financial Management|NSDC Digital Literacy|UDYAM Registration Cert,1,0
MSME_101135,Bharat Hub 58,10,hyderabad,Telangana,Tier 1,1.0,32,"1203929.48,1422756.85,1578320.96,1490817.0,1506162.96,1460746.96,1224687.43,1229132.54,1238600.99,1130008.96,1274132.76,1328475.75,1398917.36,1546240.13,1573464.86,1546365.5,1541838.4,1469782.31,1346672.07,1258076.21,1257141.88,1308671.64,1286128.15,1469493.49","0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0","1117022.0,1148245.87,1425637.38,1228884.33,1319350.5,1243205.89,1156117.68,1096314.44,999124.9,1013247.58,1099504.62,1207208.49,1288751.68,1454063.46,1488320.68,1329315.52,1415722.44,1366288.99,1206384.4,1051252.97,1031727.7,1150971.86,1113757.92,1376822.98","54688.61,60183.9,61132.61,62404.53,61143.46,62338.99,60873.81,58626.55,57290.41,59878.04,58351.21,60312.73",1549834.3968219052,1040985.0629456335,0.11365112658960563,58,LOW,0,0,0,"3508.7,3448.0,3444.2,3937.7,3982.2,3253.0,3293.5,3240.6,2752.6,2924.3,3006.2,3137.1",,0,0
MSME_101136,Arjun Agro Industries 95,16,bengaluru,Karnataka,Tier 1,1.6,68,"708419.35,798615.85,823631.03,851489.73,830503.2,759549.62,703655.02,670036.9,695170.19,584498.39,642541.52,649140.3,747235.63,770191.96,818165.04,824791.34,765102.66,665328.91,720434.84,653369.95,603201.33,590726.72,660032.35,725032.78","1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1","670675.31,703387.25,769412.02,743308.8,721000.4,656749.56,592075.94,627018.18,618585.11,472024.56,596781.75,600456.22,639644.64,706192.95,690255.05,734146.97,696976.21,618589.32,643851.55,572586.75,562154.46,555610.14,595125.91,638153.57","116505.58,0.0,117022.82,0.0,118079.92,102421.31,110477.5,117756.96,107005.4,119025.6,122341.32,0.0",447497.43365971127,78875.47464963823,0.4446267522448473,42,LOW,0,0,1,"2898.7,3219.3,3348.5,3590.9,2971.7,2758.2,2973.9,2506.2,2331.4,2325.3,3071.1,2953.0",,1,0
MSME_101137,Sri Textiles 75,14,delhi,Delhi,Tier 1,2.2,18,"1109873.08,1167772.08,1163017.85,1225281.77,1101598.72,1072673.38,996242.0,958688.86,889662.4,914422.07,984444.66,981316.55,1112665.06,1154639.34,1231675.32,1257235.16,1220859.32,1125644.67,1025450.93,871943.45,861363.85,890947.35,1007284.58,1005000.95","0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0","971730.5,968957.96,1002617.52,1014860.88,947322.61,870136.35,875582.03,811681.47,765527.01,752853.53,793988.22,879391.08,988596.74,1048419.03,1168890.68,1093167.32,1035154.57,950454.07,842941.2,701111.49,763737.22,801474.55,877564.51,837410.4","44073.74,43915.43,39147.43,40985.33,45604.49,44853.66,41499.39,41099.63,38032.11,46530.76,43431.26,0.0",1601373.0479277486,1022737.728421316,0.6287135893964135,91,HIGH,0,0,0,,,0,0
MSME_101138,Ram Diagnostics 14,15,trichy,Tamil Nadu,Tier 3,4.9,1,"961416.89,943478.37,1021408.62,1073442.71,1091800.24,982046.4,890633.25,828785.8,748040.15,773508.0,829619.4,958592.86,956532.15,1103845.47,1084689.3,1157444.58,1086229.79,1014590.42,956633.55,891190.99,877766.66,944995.97,986893.71,1018539.06","1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0","809132.28,869596.7,832678.88,1001780.34,1019187.85,823751.74,756585.45,689461.38,621314.02,647826.44,725939.26,906132.6,805744.78,918977.37,943667.9,937677.52,1007198.53,909462.84,786971.64,727260.66,720819.57,793278.89,866817.32,861873.98","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",484769.20838516264,257340.4934158495,0.5854298779716691,83,LOW,0,0,1,,,0,0
MSME_101139,Bharat Auto Parts 78,46,mumbai,Maharashtra,Tier 1,7.2,74,"656446.69,734499.09,683033.01,796032.39,704498.68,739341.72,708850.89,551064.62,560286.51,526656.24,528632.12,618221.08,693059.36,740931.45,741166.99,668817.41,701647.59,599520.88,552499.14,525763.7,562483.17,557727.28,584838.8,595234.75","1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0","559318.0,647112.87,598072.07,691337.91,567530.95,695977.73,574827.26,504862.67,479183.96,449697.38,443449.68,576592.9,626475.13,686874.38,644501.02,553918.86,642253.83,505900.94,477215.95,468947.09,497078.94,497870.67,502580.58,545045.3","0.0,127175.69,120805.65,138537.06,143938.37,133299.5,0.0,134435.3,128659.45,0.0,119188.87,124217.53",691782.6882765988,423181.1807744147,0.42819410238152894,92,VERY_HIGH,0,0,0,"1556.0,1476.2,1443.1,1463.0,1346.7,1125.0,1123.6,1013.9,1202.2,1165.6,1288.6,1112.2",NSDC Digital Literacy|NABARD Agri-Business Cert|PMKVY Retail Associate,0,0
MSME_101140,Raja Textiles 56,16,surat,Gujarat,Tier 2,9.7,74,"1291671.76,1403567.73,1463919.44,1542013.42,1443827.9,1584012.28,1235563.38,1284901.07,1156029.66,1195315.55,1255013.47,1334383.11,1359431.87,1517057.92,1613952.81,1607175.4,1460269.59,1532914.62,1165668.86,1231755.96,1157370.56,1252583.9,1392567.19,1340955.92","1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1","1121118.8,1181920.76,1243515.99,1380416.41,1358027.21,1450271.41,1021370.62,1069185.69,931990.35,1120891.25,1115599.05,1187641.86,1099802.54,1408875.08,1291635.86,1477950.25,1274968.08,1411096.19,1082039.57,987542.99,1069273.71,1068660.92,1183229.84,1196306.17","187475.55,169429.16,170937.74,155661.34,167345.75,0.0,175885.55,169496.87,168912.09,167301.36,156179.26,0.0",2298768.98784254,544428.5613062059,0.13168231627351473,99,HIGH,1,1,0,,,1,1
MSME_101141,Apex Foods 66,29,delhi,Delhi,Tier 1,3.2,79,"911714.36,1120699.23,1165428.85,1194082.42,1066166.15,1044354.28,1035799.42,848709.72,908597.42,831708.16,858349.16,967443.46,994756.49,1019832.32,1172109.27,1196324.97,1188660.95,1079180.01,1062779.56,967112.5,912338.56,920372.46,1018156.31,927589.18","1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1","828785.68,924664.96,1019623.11,983784.73,892848.69,979211.83,962600.73,699263.82,833325.05,722401.14,700140.08,848810.45,866835.34,931144.75,1004094.85,1088050.42,982149.1,917221.29,904158.47,887917.76,757429.41,865694.22,958826.82,852662.98","145537.67,0.0,0.0,135260.35,154060.85,143578.96,0.0,171630.96,145255.32,149909.92,146117.66,145472.25",1476881.697802719,588495.759194566,0.241692133290609,48,HIGH,0,0,0,,,0,0
MSME_101142,Arjun Agro Industries 32,15,coimbatore,Tamil Nadu,Tier 2,6.2,61,"437397.18,471448.64,472608.33,553738.51,516032.48,546790.2,432927.57,458930.76,437955.47,429909.53,427416.6,448325.45,526941.81,508208.41,555238.41,544903.62,501257.16,496687.44,468905.18,402974.49,419708.35,372220.39,422930.23,473784.22","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","355141.27,435004.25,433745.77,487689.08,448258.83,486053.64,351654.07,381179.17,391868.67,385100.78,367615.23,392532.01,452952.68,458824.09,508947.58,451103.67,459670.34,460794.13,418482.06,334559.71,358527.13,322466.24,368340.93,442001.02","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",589455.59770415,268882.2476346596,0.08300708930878734,13,MEDIUM,0,0,0,"1779.5,1691.0,1723.3,1722.9,1685.6,1582.7,1401.8,1410.8,1317.7,1139.3,1263.7,1421.9",,1,1
MSME_101143,Kiran Agro Industries 90,23,ludhiana,Punjab,Tier 2,5.3,17,"345720.66,382054.15,386515.2,401595.44,378278.99,367313.52,338656.7,299763.95,286562.67,298580.83,329960.37,345736.17,333619.06,355875.39,379331.09,389827.9,372959.19,368353.04,340298.68,298358.22,285781.39,302297.02,330142.37,349380.47","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","326952.51,319762.17,310325.54,362532.6,349450.45,309747.68,306142.29,274250.83,230663.23,283492.68,298838.04,277214.12,272967.49,299186.1,310536.16,313782.27,317771.2,337461.46,273896.84,265361.26,242534.04,269059.19,294749.94,322962.56","37648.6,37300.93,0.0,36342.13,38851.13,0.0,39677.72,39892.67,40694.79,41326.9,35833.52,39257.61",567262.1396561433,353012.4208681756,0.3156140301882842,117,MEDIUM,0,0,0,,PMKVY Retail Associate|NABARD Agri-Business Cert,0,1
MSME_101144,Arjun Hub 76,56,hyderabad,Telangana,Tier 1,13.1,46,"71395.28,74735.72,75296.59,85112.97,74930.94,64638.53,66905.43,60795.39,63520.55,58924.68,58872.62,63536.57,68576.35,81762.6,78320.63,69804.11,70842.61,66499.58,57708.12,51712.37,56420.52,53377.22,62587.06,63642.74","0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0","66437.2,67343.21,64205.16,80222.08,65216.46,57817.6,60596.71,54947.53,59503.59,49029.92,48532.36,53255.53,58772.68,75728.08,66761.18,64511.22,59185.57,56369.7,54460.46,45340.68,47421.31,47570.28,53854.37,54332.08","70198.08,63214.61,76297.58,72958.43,70291.82,68702.41,77652.14,68077.11,70577.81,73951.47,77118.89,71125.45",9694.819352407236,60073.029043515926,0.7099690581788203,39,LOW,0,0,0,,,1,0
MSME_101145,Priya Enterprises 12,15,kolkata,West Bengal,Tier 1,2.3,74,"881705.2,982590.97,1086762.38,1115757.8,961467.61,981487.74,838355.38,872621.41,810296.81,753016.17,888079.13,904838.74,977025.82,1022348.56,1067041.1,1043300.64,983448.8,1011739.1,857635.05,799926.63,791956.9,871444.69,915366.68,922127.44","0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","750175.76,858345.47,921408.14,1022416.52,842331.36,874189.06,745417.02,825188.71,676865.03,695656.08,784916.11,837578.42,920169.46,839215.81,898073.35,880733.93,802716.93,882081.98,703187.43,716932.61,693363.89,706059.04,832108.74,859404.07","0.0,189709.22,179711.42,171207.21,174489.83,191018.24,197360.04,181603.41,0.0,0.0,0.0,173681.83",1671103.8239099968,125442.36608355508,0.5273004036262908,114,LOW,0,0,1,,SIDBI Financial Management|NABARD Agri-Business Cert|PMKVY Retail Associate,0,0
MSME_101146,Sri Agro Industries 93,01,wayanad,Kerala,Rural,5.8,70,"148609.3,156068.82,166385.74,169033.67,171584.32,164658.33,151118.56,140028.2,140274.6,133554.22,140701.08,152472.8,180776.31,175645.23,192816.42,180436.19,184021.26,174222.78,165707.03,144713.97,135813.32,141678.16,165367.98,189984.73","1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1","139266.78,142409.97,146059.42,141126.48,145872.8,152449.16,122803.88,127062.31,127668.86,109588.03,113807.44,131024.76,151470.93,141419.42,160726.02,159251.59,150322.45,151123.9,152225.25,121979.2,116316.9,126456.27,154011.06,171785.25","0.0,0.0,175378.39,0.0,157729.87,175093.86,160409.64,0.0,165415.22,169930.26,171345.59,0.0",188496.29968079404,187920.8356452227,0.4938043652595665,31,VERY_HIGH,1,0,1,,,0,0
MSME_101147,Meena Agro Industries 96,15,ludhiana,Punjab,Tier 2,7.7,5,"1250329.31,1304923.26,1491454.14,1401120.2,1495479.76,1240019.44,1244851.54,1070018.99,1037556.12,1049676.37,1211572.71,1294654.19,1377275.12,1411681.83,1472451.73,1545864.3,1445321.16,1304704.7,1292234.48,1169895.6,1104173.59,1088109.97,1153757.41,1266789.55","1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1","1154006.65,1077232.75,1414987.03,1206269.44,1386270.64,1107551.38,1062634.12,1009723.94,923042.62,916216.19,974788.87,1191777.73,1206901.11,1138334.37,1266864.59,1254056.99,1206203.7,1210389.08,1144783.77,956448.48,1040130.83,954559.25,1050888.88,1056177.78","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1731123.4032843967,785392.1152360485,0.7210038248764334,23,MEDIUM,0,0,1,,,0,1
MSME_101148,Meena Enterprises 77,20,mumbai,Maharashtra,Tier 1,0.7,34,"1349090.31,1475684.4,1376424.31,1353562.74,1389284.65,1343960.08,1338886.48,1146872.91,1113023.65,1110521.81,1073048.78,1302708.67,1267830.95,1501828.3,1425284.33,1397863.53,1282926.56,1273711.04,1288052.63,1098244.79,1052651.83,1019346.28,1150269.35,1216264.97","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","1134759.37,1379452.86,1145154.91,1222202.84,1319172.77,1262167.95,1220170.06,1009141.46,924127.87,1034124.16,868324.8,1042914.66,1093171.1,1206163.84,1343273.14,1153724.88,1037239.43,1026093.47,1121195.29,932894.12,966737.43,892164.37,964762.02,1055782.99","84541.96,0.0,0.0,86906.54,77108.45,84382.14,79732.5,84930.94,81737.49,82027.37,79154.05,0.0",1539955.193904706,899702.7246618945,0.1201351257902913,40,VERY_HIGH,1,1,0,"5537.3,6062.9,6177.5,6197.6,6020.2,5090.5,5140.8,4906.0,4127.7,4073.6,4682.0,4826.0",PMKVY Retail Associate|UDYAM Registration Cert|SIDBI Financial Management,0,1
MSME_101149,Suresh Textiles 16,24,pune,Maharashtra,Tier 1,3.3,95,"79728.83,78709.75,83042.82,93698.24,87472.18,72191.1,79498.58,74438.14,70354.4,67084.1,64070.36,72953.12,73620.4,81046.29,82763.12,84544.82,84468.4,76425.89,70324.15,66345.82,70195.31,73826.8,69325.81,78276.3","1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1","69850.96,71198.55,69057.48,77189.17,71827.25,58293.04,69317.91,68130.75,58910.86,59435.61,52109.66,67730.2,66774.42,72946.38,71692.31,79952.11,79622.48,65160.01,60136.86,57702.36,59439.96,66437.43,64902.67,63731.72","153900.77,166825.2,156831.41,154946.44,176737.32,149765.49,140955.3,166561.55,157705.57,155469.45,182601.94,166524.57",132170.62836601635,59210.824608478,0.4012523605462083,89,MEDIUM,0,0,0,,,0,1
MSME_101150,Kiran Diagnostics 94,15,pune,Maharashtra,Tier 1,6.9,81,"670977.4,699922.86,780025.75,707243.45,736782.88,712882.91,667410.76,606146.48,559113.76,602129.57,551305.48,638794.31,684448.95,787488.27,757166.25,788321.36,752431.81,626793.71,633984.31,542031.8,585707.16,565483.3,661557.21,671363.6","1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","558485.73,648418.52,735097.78,670860.83,669575.82,618067.55,562837.78,511803.14,512403.43,541255.03,516984.44,520424.66,637316.65,632552.73,634796.21,693679.97,649312.16,559929.35,577670.78,454552.98,490742.57,485148.96,543420.23,539953.69","183783.63,0.0,202610.42,0.0,182810.39,199693.92,195611.43,0.0,187650.69,178375.03,203009.95,195926.2",580554.3497113872,568059.148519283,0.24303260554643846,64,MEDIUM,0,0,1,,,0,0
MSME_101151,Bharat Textiles 77,47,bastar,Chhattisgarh,Rural,11.0,16,"3355312.34,3045857.24,3802555.69,4141105.13,3273269.06,3679498.04,3505431.18,3068537.72,3005515.62,2409952.9,2855429.54,3447687.35,3199246.3,3857331.38,3716365.28,4542234.25,3642133.15,3097393.09,3033139.6,2857281.48,3326840.09,2924578.03,2889965.17,3625717.32","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","1073583.72,1130488.78,1394555.68,1298433.51,1192916.17,1200705.22,1276431.17,1003185.82,1022071.69,917871.7,1052061.2,1168388.52,1093849.86,1451010.82,1401882.46,1420589.56,1260854.68,1085555.21,1164550.63,992422.82,1064811.84,977829.43,1084283.9,1295429.99","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1411463.4049683942,176880.40730856202,0.712177604443007,113,MEDIUM,0,0,0,,SIDBI Financial Management,0,0
MSME_101152,Arjun Agro Industries 96,23,surat,Gujarat,Tier 2,12.0,73,"383168.68,446445.5,487697.04,490873.43,470085.41,453215.65,396316.39,414343.9,329501.47,376753.65,375137.37,412848.25,451538.19,476030.31,459306.39,469606.98,423789.32,419618.91,398843.52,377433.31,361955.55,330134.53,374146.32,403692.98","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1","352427.98,383469.92,432088.26,434694.2,419235.85,408239.07,349726.04,348036.36,264066.66,354327.96,301248.47,380208.25,420499.87,434888.4,370553.35,435949.33,400918.62,346763.64,336761.68,350112.13,335037.33,278634.57,332648.59,359307.9","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",537321.129829544,323414.57518071553,0.1745552528283203,92,HIGH,1,1,1,,,0,1
MSME_101153,Meena Diagnostics 65,31,kolkata,West Bengal,Tier 1,4.9,11,"414151.1,461597.2,510667.24,559253.04,489686.21,461748.56,442317.49,431961.61,430932.27,404886.78,396784.84,435855.27,512321.23,572544.16,619534.94,535811.25,554105.41,490128.37,458076.81,428695.26,432741.33,431909.89,544064.88,516550.99","1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1","384884.59,434019.4,445318.6,456786.7,426799.01,396206.59,380147.33,356547.48,369786.32,357893.6,335918.23,350395.43,475038.58,473170.58,585561.29,435815.28,478866.26,416889.06,412380.44,372171.79,390612.24,376540.16,445981.19,451613.97","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",866721.4608544196,475951.5703206289,0.5371083521280623,23,LOW,0,0,0,"2305.6,2606.0,2877.9,2374.8,2672.2,2283.9,2014.9,2046.6,2051.9,2019.3,2657.4,2457.8",,0,1
MSME_101154,Suresh Textiles 20,31,jodhpur,Rajasthan,Tier 3,5.6,97,"1309588.1,1311074.05,1596765.54,1493416.94,1505366.94,1333855.58,1342578.26,1211903.35,1117329.09,1078396.52,1184197.86,1279902.06,1482595.86,1508451.74,1436001.9,1643612.55,1637220.23,1323253.98,1460142.24,1346340.63,1189187.64,1189806.2,1420606.8,1372525.01","1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1","1132043.68,1167487.6,1484805.06,1297510.73,1296692.87,1180581.01,1113988.48,1048540.98,912380.39,937067.67,1100075.91,1052171.95,1327288.82,1229673.93,1225786.4,1508933.16,1361600.37,1220051.2,1286514.51,1211144.01,1101209.71,993290.18,1308258.86,1112760.03","167363.91,161764.33,173201.22,185834.91,176395.91,181964.05,170104.34,173992.47,162532.18,172311.28,166691.83,171762.53",1338474.4951709174,802992.6570313352,0.2665690775070099,48,HIGH,1,1,0,,UDYAM Registration Cert|SIDBI Financial Management,0,1
MSME_101155,Bharat Auto Parts 57,17,wayanad,Kerala,Rural,5.0,54,"1136103.38,1217373.58,1434878.22,1431001.92,1372460.11,1316462.64,1193914.2,1027472.26,967902.81,977496.95,996025.94,1026702.2,1189820.08,1150536.91,1296896.01,1216044.4,1220349.3,1151209.44,1030438.45,897099.85,889320.08,984217.51,993291.92,1137289.37","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","968241.76,1066068.44,1350415.69,1178422.37,1230024.04,1207740.35,995942.02,872644.56,785788.19,842238.65,854464.84,956553.27,970234.25,1001016.82,1207920.1,1042690.07,1114041.18,957422.78,945957.56,822227.83,712841.86,907403.73,812803.55,921294.43","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1342105.7987640412,471752.5791178412,0.42492680121446963,84,VERY_HIGH,1,1,0,,,1,1
MSME_101156,Apex Textiles 32,24,tirupur,Tamil Nadu,Tier 2,9.9,6,"836713.84,898711.69,977429.68,948192.28,983940.93,897544.34,961222.03,748609.27,744096.07,745658.87,742062.77,894518.75,921799.48,890690.93,1088059.86,1019520.94,1010919.94,985458.54,867593.62,814276.11,908706.36,740318.42,830758.13,915753.2","1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0","790469.25,765734.97,853126.03,837671.09,905477.13,796379.06,813925.98,660198.4,671612.92,698296.23,616103.12,795859.21,784299.53,789092.8,946451.13,867068.02,958139.54,933184.57,788676.74,660362.14,803190.73,613402.58,699973.36,735376.14","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",804389.1660903473,92140.59318297081,0.2069389500037866,83,LOW,0,0,0,,,1,1
MSME_101157,Raja Foods 56,13,delhi,Delhi,Tier 1,8.7,19,"521689.64,499487.0,549032.33,537297.12,553515.87,506882.28,474710.78,461087.98,419871.74,393141.63,432557.32,514445.38,511661.38,534652.96,510792.99,565437.78,546123.97,495387.85,451948.98,478721.89,423716.4,439840.68,441984.6,474552.31","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","434702.18,448160.59,477747.56,485525.52,489689.21,444764.37,434325.34,403873.88,365238.35,328800.08,357152.48,450951.76,464583.43,460554.85,424958.53,491825.97,441639.8,398673.05,374716.97,454214.66,346521.13,411326.65,362382.59,409661.12","47206.37,45456.87,45644.73,46819.94,44586.81,46264.42,45943.36,47972.68,44361.43,41184.27,45049.39,46669.12",555809.7101210586,348353.79065964895,0.6450897008397177,47,HIGH,1,1,0,"1823.5,1843.6,1579.4,2101.0,1945.5,1764.5,1485.6,1628.5,1352.7,1628.6,1453.0,1528.8",,0,1
MSME_101158,Meena Agro Industries 11,45,hyderabad,Telangana,Tier 1,12.0,76,"209201.05,209751.92,236920.73,249719.37,241719.33,213268.14,200115.52,197495.89,200071.3,185672.1,193794.6,197944.04,228255.32,241203.78,261179.94,242033.25,249146.42,226144.44,231718.57,199333.53,197713.66,212155.18,219281.22,274266.88","0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0","168148.22,185104.62,218876.43,218745.5,210330.05,193761.11,181546.45,187616.32,172476.34,160536.79,172066.98,185438.75,202838.81,215297.61,213753.37,214449.78,220382.29,195168.63,195630.62,175065.43,186444.25,194559.66,179308.11,251921.21","158456.29,151542.01,154198.49,133579.81,160736.62,155287.1,150857.89,155695.56,156619.16,148259.56,154289.79,159351.2",322243.7731118494,109582.26772582848,0.45862631120623465,86,LOW,0,0,1,"797.3,841.7,846.7,739.6,766.1,685.7,721.3,638.6,678.9,716.8,776.7,930.5",,0,0
MSME_101159,Sri Logistics 69,49,wayanad,Kerala,Rural,4.7,25,"1276054.78,1324512.28,1427429.3,1521682.26,1440487.39,1229316.11,1238613.59,1134400.8,1110341.31,1041484.48,1062315.21,1083705.07,1214375.21,1418941.31,1392996.54,1362204.44,1394364.47,1283770.32,1077600.97,1103758.64,922883.0,1046548.56,1103803.08,1241285.18","1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0","1041380.69,1145923.07,1239717.52,1396036.24,1270906.93,1037570.11,1014834.23,1067091.13,1044253.46,946257.79,988625.67,983462.03,1015962.29,1257094.76,1130222.01,1108467.81,1174113.99,1213960.65,914090.96,884245.18,769593.65,916387.29,977367.76,1022788.15","59729.58,57896.25,58127.77,66505.94,58855.16,60362.79,52689.66,56188.28,60133.3,53881.37,60223.07,56487.89",1280925.0306307636,328554.19919452816,0.6786103147553306,57,VERY_HIGH,1,0,0,"5543.5,5996.7,6470.8,6302.0,5477.7,5340.1,4752.3,4774.0,4248.7,4389.0,5212.5,5647.7",SIDBI Financial Management|NABARD Agri-Business Cert,1,1
